nlocaltemps	dist	chain	redshift	v1_end_time	f_ref	psdscaleflag	h1l1_relative_phase	l1_optimal_snr	mtotal	logll1	signalmodelflag	alpha	logl	l_peak	nulllogl	samplerate	h1_cplx_snr_arg	m1_source	sky_frame	temperature	deltalogl	h1_cplx_snr_amp	l1v1_delay	mc_source	l1h1_delay	segmentstart	m1	ra	l1_end_time	m2	e_rad	lal_pnorder	v1h1_delay	m2_source	v1l1_delay	psi	domega220	loglh1	af	costheta_jn	a2z	time	segmentlength	a1	mf_source	a2	nifo	ntemps	optimal_snr	phase	dtau220	a1z	cycle	mf	theta_jn	randomseed	h1l1_delay	mc	l1_cplx_snr_amp	h1v1_delay	logprior	logpost	flow	l1_cplx_snr_arg	t0	chi_eff	q	mtotal_source	h1_end_time	eta	lal_approximant	h1_optimal_snr	azimuth	lal_amporder	dec	matched_filter_snr	
1.000000000000000000e+00	2.950678875114006701e+02	5.000000000000000000e+00	6.376983795042516501e-02	1.126259462430021524e+09	2.000000000000000000e+01	0.000000000000000000e+00	1.272852549155345514e-02	1.592517301255440820e+01	7.141114816875904125e+01	1.072143709258416493e+02	1.000000000000000000e+00	7.906041272568555822e-01	-1.718960815214380273e+04	3.644680365376410602e+00	-1.752479825523081672e+04	4.096000000000000000e+03	8.237676624708659134e-02	3.482553322012814334e+01	1.000000000000000000e+00	1.000000000000000000e+00	3.351901030870139948e+02	2.142656485790188725e+01	1.227211952209472656e-02	2.919541530214493008e+01	7.043123245239257812e-03	1.126259460390000105e+09	3.704635183011286870e+01	1.014566163737485649e+00	1.126259462417749405e+09	3.436479633864617256e+01	3.186207373220760530e+00	8.000000000000000000e+00	-5.228996276855468750e-03	3.230472900496702238e+01	-1.227211952209472656e-02	2.654851603730817633e+00	3.618639999263896512e-02	2.279757321611705265e+02	6.734871281093105511e-01	-7.310082619846881569e-01	1.435859846464057066e-01	1.126259462416713715e+09	4.000000000000000000e+00	1.920726228820527903e-01	6.394405485187440519e+01	1.435859846464057066e-01	2.000000000000000000e+00	8.000000000000000000e+00	2.679454063098475913e+01	1.311845304707713211e+00	-8.125432773295379607e-02	-1.920726228820527903e-01	6.000000000000000000e+03	6.802175686767154161e+01	2.390594701749882756e+00	1.883916538000000000e+09	-7.043123245239257812e-03	3.105720220485807914e+01	1.473068386783011618e+01	5.228996276855468750e-03	2.062764584052883166e+01	3.558177489275428229e+02	2.000000000000000000e+01	6.964824075553291416e-02	1.126259462424792528e+09	-3.054546664910894743e-02	9.276162062120509866e-01	6.713026222509516572e+01	1.126259462424792528e+09	2.496474817916805033e-01	8.500000000000000000e+01	2.154846333606417019e+01	5.136055287100526279e+00	3.000000000000000000e+00	-1.084972895245943425e+00	2.590691202583969144e+01
1.000000000000000000e+00	5.290161566949340113e+02	5.000000000000000000e+00	1.107457102897068668e-01	1.126259462416922092e+09	2.000000000000000000e+01	0.000000000000000000e+00	7.710371570897045501e-04	1.343178950983459963e+01	6.972849777867911314e+01	1.098475813968998409e+02	1.000000000000000000e+00	7.927855303010646892e-01	-1.718672294448840694e+04	3.575750778710431899e+00	-1.752479825523081672e+04	4.096000000000000000e+03	2.263011485425838257e-02	3.403664230824973203e+01	1.000000000000000000e+00	1.000000000000000000e+00	3.380753107424097834e+02	2.137610184352138987e+01	-9.665489196777343750e-04	2.720807284312859053e+01	7.027626037597656250e-03	1.126259460390000105e+09	3.780605443655353781e+01	2.329829010240179077e+00	1.126259462417888641e+09	3.192244334212557177e+01	2.922038747765149935e+00	8.000000000000000000e+00	7.994174957275390625e-03	2.873965035057348771e+01	9.665489196777343750e-04	1.015972184541140022e+00	4.807886301295923037e-02	2.282277293455081235e+02	6.683274656542147474e-01	-8.710435900436626078e-01	-1.885104982002349661e-01	1.126259462408607721e+09	4.000000000000000000e+00	4.863524693053310199e-02	5.985425391105807336e+01	1.885104982002349661e-01	2.000000000000000000e+00	8.000000000000000000e+00	2.482069793505131017e+01	6.268374856592698663e+00	4.945744847275437839e-02	4.863524693053310199e-02	8.000000000000000000e+03	6.648285577429867033e+01	2.628119209715707782e+00	1.883916538000000000e+09	-7.027626037597656250e-03	3.022125019575495131e+01	1.489763298707949524e+01	-7.994174957275390625e-03	2.290152591545992777e+01	3.609768366578697396e+02	2.000000000000000000e+01	2.185907769716846638e-02	1.126259462424916267e+09	-5.993258191889118403e-02	8.443738395313931111e-01	6.277629265882322329e+01	1.126259462424916267e+09	2.482200520311560465e-01	8.500000000000000000e+01	2.087232800974911839e+01	5.877112795838023374e+00	3.000000000000000000e+00	-1.201257410418988147e+00	2.603105019144042132e+01
1.000000000000000000e+00	5.914682242144044721e+02	6.000000000000000000e+00	1.228491164057451263e-01	1.126259462417424917e+09	2.000000000000000000e+01	0.000000000000000000e+00	-6.569887446533106967e-02	1.404699685842439294e+01	7.090918991711718888e+01	1.112145927118999680e+02	1.000000000000000000e+00	8.027287353454336527e-01	-1.718853029903280549e+04	3.683392883057687861e+00	-1.752479825523076579e+04	4.096000000000000000e+03	-4.108439468384997989e-02	3.406339820503256988e+01	1.000000000000000000e+00	1.000000000000000000e+00	3.362679561979603022e+02	2.123699273531653375e+01	-7.028579711914062500e-04	2.738561308037909114e+01	6.956338882446289062e-03	1.126259460390000105e+09	3.824805657629786282e+01	2.321940210496784118e+00	1.126259462418127775e+09	3.266113334081932607e+01	3.041842346597597668e+00	8.000000000000000000e+00	7.659196853637695312e-03	2.908773125757808842e+01	7.028579711914062500e-04	2.631654919728482200e-01	1.873207408058378404e-02	2.250533634860639722e+02	6.871529843797399284e-01	-9.620564108132534376e-01	-6.712763445362410208e-02	1.126259462408808947e+09	4.000000000000000000e+00	6.711164105569621119e-02	6.010928711601305707e+01	6.712763445362410208e-02	2.000000000000000000e+00	8.000000000000000000e+00	2.576271827478217702e+01	5.238162444026351672e+00	2.423616860113462501e-01	6.711164105569621119e-02	1.000000000000000000e+04	6.749365992599449271e+01	2.865237810049809042e+00	7.304075680000000000e+08	-6.956338882446289062e-03	3.074991144953327549e+01	1.494534736511262452e+01	-7.659196853637695312e-03	2.361127835571683420e+01	3.598792345536771222e+02	2.000000000000000000e+01	2.461447978148105509e-02	1.126259462425084114e+09	5.280348354289744923e-03	8.539292258069727248e-01	6.315112946261065474e+01	1.126259462425084114e+09	2.484480405518781909e-01	8.500000000000000000e+01	2.159628514733982740e+01	5.860455482714231223e+00	3.000000000000000000e+00	-1.216529123190993378e+00	2.593386208414329985e+01
1.000000000000000000e+00	5.362272511616040447e+02	6.000000000000000000e+00	1.121519439994212858e-01	1.126259462421395063e+09	2.000000000000000000e+01	0.000000000000000000e+00	-6.913642445630108213e-02	1.500484194437000340e+01	7.541673943017417514e+01	1.107680959958579479e+02	1.000000000000000000e+00	8.114763361924336449e-01	-1.718906720403130021e+04	3.930520564888418278e+00	-1.752479825523076579e+04	4.096000000000000000e+03	1.559727560573160622e-02	3.720062172411821422e+01	1.000000000000000000e+00	1.000000000000000000e+00	3.357310511994655826e+02	2.124262396563144861e+01	3.190517425537109375e-03	2.934913015722039731e+01	6.893157958984375000e-03	1.126259460390000105e+09	4.137274376846517043e+01	1.895242740977584051e+00	1.126259462418204546e+09	3.404399566170900471e+01	3.519750082365916910e+00	8.000000000000000000e+00	3.702640533447265625e-03	3.061092132724512282e+01	-3.190517425537109375e-03	1.836810914591801680e+00	5.175909230459684734e-02	2.249629552036112727e+02	7.325184275075028451e-01	-9.300219425331006651e-01	-1.742063128440075603e-01	1.126259462410570860e+09	4.000000000000000000e+00	3.775677199818932017e-01	6.429179296899741303e+01	1.742063128440075603e-01	2.000000000000000000e+00	8.000000000000000000e+00	2.691266530598962348e+01	2.448154164542466482e+00	-6.310329408640555360e-02	3.775677199818932017e-01	1.200000000000000000e+04	7.150224253367879612e+01	2.765268873686002937e+00	7.304075680000000000e+08	-6.893157958984375000e-03	3.264069215904470411e+01	1.493817223839727859e+01	-3.702640533447265625e-03	2.195892091474020091e+01	3.576899721142057729e+02	2.000000000000000000e+01	8.473370006203269356e-02	1.126259462425097704e+09	1.284904869736872290e-01	8.228604767484086757e-01	6.781154305136332994e+01	1.126259462425097704e+09	2.476391733754955693e-01	8.500000000000000000e+01	2.234158168296712077e+01	5.653835099073237558e+00	3.000000000000000000e+00	-1.285573442862931959e+00	2.593116735934184902e+01
1.000000000000000000e+00	5.366328220078052027e+02	6.000000000000000000e+00	1.122309656726977189e-01	1.126259462412242174e+09	2.000000000000000000e+01	0.000000000000000000e+00	-9.724942947190617915e-02	1.422683558308294849e+01	7.078592630909116679e+01	1.108567937464140414e+02	1.000000000000000000e+00	7.961410466315288481e-01	-1.719062017054996249e+04	3.698556531877210229e+00	-1.752479825523076579e+04	4.096000000000000000e+03	3.348013356611188873e-03	3.382868625932960072e+01	1.000000000000000000e+00	1.000000000000000000e+00	3.341780846808032948e+02	2.123893254499283501e+01	-5.801916122436523438e-03	2.763613082910976004e+01	7.003545761108398438e-03	1.126259460390000105e+09	3.762531238565288305e+01	2.604184214446882084e+00	1.126259462418044090e+09	3.316061392343829084e+01	3.074109496600030411e+00	8.000000000000000000e+00	1.280546188354492188e-02	2.981450341420960726e+01	5.801916122436523438e-03	3.430316182299762429e-01	-7.267525090834687368e-03	2.233212909343910724e+02	6.875350355646995260e-01	-8.732944279804782939e-01	-8.394983654648269233e-02	1.126259462407252312e+09	4.000000000000000000e+00	7.897869006147290039e-02	6.056908017693917401e+01	8.394983654648269233e-02	2.000000000000000000e+00	8.000000000000000000e+00	2.734021050930851615e+01	5.392415617557808183e+00	2.933466250738277492e-01	7.897869006147290039e-02	1.400000000000000000e+04	6.736680653510410366e+01	2.632720267192407704e+00	7.304075680000000000e+08	-7.003545761108398438e-03	3.073776047951775681e+01	1.498124858240452006e+01	-1.280546188354492188e-02	2.313837834100991131e+01	3.573164630218132061e+02	2.000000000000000000e+01	1.005974428285175554e-01	1.126259462425047636e+09	2.652642643948820676e-03	8.813379031527441843e-01	6.364318967353920442e+01	1.126259462425047636e+09	2.490054412677311924e-01	8.500000000000000000e+01	2.334703964071737659e+01	6.145394629167003409e+00	3.000000000000000000e+00	-1.049526783651009376e+00	2.589305739933536543e+01
1.000000000000000000e+00	5.941532963214698384e+02	6.000000000000000000e+00	1.233657371651818019e-01	1.126259462417224884e+09	2.000000000000000000e+01	0.000000000000000000e+00	4.053336009043562171e-02	1.477113496404387583e+01	7.325185587067365134e+01	1.114092424026857771e+02	1.000000000000000000e+00	7.877678966103827118e-01	-1.718637811992858042e+04	3.769016827132851244e+00	-1.752479825523076579e+04	4.096000000000000000e+03	8.638098694110554060e-03	3.402560757713817452e+01	1.000000000000000000e+00	1.000000000000000000e+00	3.384201353021853720e+02	2.135316404220721154e+01	-3.089904785156250000e-04	2.835080586703974248e+01	7.063150405883789062e-03	1.126259460390000105e+09	3.822320173838501489e+01	2.267169742897233942e+00	1.126259462417533875e+09	3.502865413228863645e+01	3.214289895785107376e+00	8.000000000000000000e+00	7.372140884399414062e-03	3.118187868243480310e+01	3.089904785156250000e-04	2.045121276609847438e+00	1.516115233531430129e-02	2.270108928994995949e+02	6.971583813989593592e-01	-9.876185791576694850e-01	2.627020548423523658e-02	1.126259462408587933e+09	4.000000000000000000e+00	4.674233588927896588e-02	6.199319636378786669e+01	2.627020548423523658e-02	2.000000000000000000e+00	8.000000000000000000e+00	2.710911724350201624e+01	1.992778135479509549e+00	2.605647888413113455e-01	4.674233588927896588e-02	1.600000000000000000e+04	6.964103273243242143e+01	2.984067700211582075e+00	7.304075680000000000e+08	-7.063150405883789062e-03	3.184832393205406120e+01	1.493552553596572530e+01	-7.372140884399414062e-03	2.401224428714404624e+01	3.624323795893294005e+02	2.000000000000000000e+01	-3.189526139632496010e-02	1.126259462424597025e+09	3.695267026530558302e-02	9.164238614033134445e-01	6.520748625957297406e+01	1.126259462424597025e+09	2.495245318030364645e-01	8.500000000000000000e+01	2.273142779492610188e+01	5.842797125518257140e+00	3.000000000000000000e+00	-1.212314764416928314e+00	2.603818663008403078e+01
1.000000000000000000e+00	5.987758653945867309e+02	6.000000000000000000e+00	1.242544313981458898e-01	1.126259462416203499e+09	2.000000000000000000e+01	0.000000000000000000e+00	1.542487740613207592e-02	1.409381641344030811e+01	7.329064473842979055e+01	1.110767196639026224e+02	1.000000000000000000e+00	7.901447329208718395e-01	-1.718599742350248562e+04	3.646057141946258184e+00	-1.752479825523076579e+04	4.096000000000000000e+03	-2.896795833078840907e-02	3.691377033657758489e+01	1.000000000000000000e+00	1.000000000000000000e+00	3.388008317282801727e+02	2.136461570952577205e+01	-1.668930053710937500e-03	2.807587123170492305e+01	7.046461105346679688e-03	1.126259460390000105e+09	4.150046988051077790e+01	2.379996513043254325e+00	1.126259462417872429e+09	3.179017485791901620e+01	3.134852677137303090e+00	8.000000000000000000e+00	8.715391159057617188e-03	2.827667293993593489e+01	1.668930053710937500e-03	3.092346232270595796e-01	5.760192502961535704e-02	2.277241120643775503e+02	6.921899952280775592e-01	-9.862043793056076701e-01	9.792471263243607976e-03	1.126259462408364773e+09	4.000000000000000000e+00	6.930856970722530652e-02	6.205559059937621669e+01	9.792471263243607976e-03	2.000000000000000000e+00	8.000000000000000000e+00	2.624553878391263240e+01	5.322143486265639822e+00	-2.535526892744831978e-02	6.930856970722530652e-02	1.800000000000000000e+04	6.976627272437784200e+01	2.975294982139958133e+00	7.304075680000000000e+08	-7.046461105346679688e-03	3.156442264760798011e+01	1.494286779281768851e+01	-8.715391159057617188e-03	2.431124351975458353e+01	3.631120752480347846e+02	2.000000000000000000e+01	-4.439283573692048152e-02	1.126259462424918890e+09	4.349317153263100588e-02	7.660196366318287042e-01	6.519044327651351978e+01	1.126259462424918890e+09	2.456115841562299951e-01	8.500000000000000000e+01	2.214029459971349922e+01	5.915958130662427372e+00	3.000000000000000000e+00	-1.180645040960546233e+00	2.603166162380083293e+01
1.000000000000000000e+00	5.832906621051861293e+02	6.000000000000000000e+00	1.212738379745446765e-01	1.126259462418561697e+09	2.000000000000000000e+01	0.000000000000000000e+00	-5.654325018247874368e-02	1.415088111721730080e+01	7.332607737839975925e+01	1.102448778795060207e+02	1.000000000000000000e+00	8.064815558780006333e-01	-1.718735624431159522e+04	3.648514964716702558e+00	-1.752479825523076579e+04	4.096000000000000000e+03	1.795213199113678687e-02	3.706921468916784335e+01	1.000000000000000000e+00	1.000000000000000000e+00	3.374420109191705706e+02	2.132186629755592122e+01	8.239746093750000000e-04	2.815859157459867390e+01	6.929397583007812500e-03	1.126259460390000105e+09	4.156474062522559620e+01	2.179926483922544289e+00	1.126259462417737722e+09	3.176133675317416305e+01	3.147679821177035819e+00	8.000000000000000000e+00	6.105422973632812500e-03	2.832611952361918384e+01	-8.239746093750000000e-04	6.564466627177152347e-01	2.037374401917822764e-02	2.271971330396645499e+02	6.930135223050708504e-01	-9.887668444638503251e-01	7.758604496378106695e-03	1.126259462409015417e+09	4.000000000000000000e+00	7.502361607919033615e-02	6.224765439160999847e+01	7.758604496378106695e-03	2.000000000000000000e+00	8.000000000000000000e+00	2.582547266433403621e+01	5.437200473136244661e+00	-1.170395885043636897e-01	7.502361607919033615e-02	2.000000000000000000e+04	6.979666634459356089e+01	2.991564326981121624e+00	7.304075680000000000e+08	-6.929397583007812500e-03	3.157349204680793164e+01	1.490745868920123485e+01	-6.105422973632812500e-03	2.425441146963326489e+01	3.616964223888038532e+02	2.000000000000000000e+01	7.449538217361542647e-02	1.126259462424667120e+09	4.588764207143298385e-02	7.641413437306100453e-01	6.539533421278703429e+01	1.126259462424667120e+09	2.455313443208659296e-01	8.500000000000000000e+01	2.160341644144850193e+01	5.778749447785298976e+00	3.000000000000000000e+00	-1.252479915806214761e+00	2.597898357205560771e+01
1.000000000000000000e+00	6.183567606371049123e+02	6.000000000000000000e+00	1.280089948153166901e-01	1.126259462410000563e+09	2.000000000000000000e+01	0.000000000000000000e+00	-1.698825320439150133e-01	1.360956876389003689e+01	7.174824658646784314e+01	1.103837420129548264e+02	1.000000000000000000e+00	7.989344823957410524e-01	-1.719024499789215042e+04	3.697282522755795942e+00	-1.752479825523076579e+04	4.096000000000000000e+03	-9.089271821148253716e-02	3.386785468936927401e+01	1.000000000000000000e+00	1.000000000000000000e+00	3.345532573386153672e+02	2.134671204685998802e+01	-8.025407791137695312e-03	2.761607931321682230e+01	6.983518600463867188e-03	1.126259460390000105e+09	3.820324472470664290e+01	2.670441359218082678e+00	1.126259462418025970e+09	3.354500186176120025e+01	3.074292125258310193e+00	8.000000000000000000e+00	1.500892639160156250e-02	2.973823969130082645e+01	8.025407791137695312e-03	7.379253563524001969e-02	1.834536942673486992e-02	2.241695153256641788e+02	6.870577453059468764e-01	-9.860814749768918031e-01	8.299900046276995069e-03	1.126259462406839609e+09	4.000000000000000000e+00	9.369099661158805312e-03	6.053180225541179027e+01	8.299900046276995069e-03	2.000000000000000000e+00	8.000000000000000000e+00	2.685670275321885114e+01	6.101898956331051060e+00	1.817385237015101407e-01	9.369099661158805312e-03	2.200000000000000000e+04	6.828041741648657137e+01	2.974554137330271963e+00	7.304075680000000000e+08	-6.983518600463867188e-03	3.115118586684176805e+01	1.496218258380244315e+01	-1.500892639160156250e-02	2.484996843381877696e+01	3.594032257724341548e+02	2.000000000000000000e+01	7.898981383243232346e-02	1.126259462425009489e+09	8.869208656455573880e-03	8.780668266134765698e-01	6.360609438067010046e+01	1.126259462425009489e+09	2.489461915442647555e-01	8.500000000000000000e+01	2.315301537242399021e+01	6.277550950270394559e+00	3.000000000000000000e+00	-9.618099551968638528e-01	2.588532572721159397e+01
1.000000000000000000e+00	5.031013246434711164e+02	6.000000000000000000e+00	1.056728064968947695e-01	1.126259462414694786e+09	2.000000000000000000e+01	0.000000000000000000e+00	-4.781449012714178437e-02	1.356650023408209016e+01	7.334722360115094375e+01	1.103612080609436816e+02	1.000000000000000000e+00	7.960544090564680708e-01	-1.718832051945642888e+04	3.636250815792875901e+00	-1.752479825523076579e+04	4.096000000000000000e+03	5.409488489584750835e-03	3.773331077517993748e+01	1.000000000000000000e+00	1.000000000000000000e+00	3.364777357743369066e+02	2.126746215151536745e+01	-3.076314926147460938e-03	2.854555362836953591e+01	7.004261016845703125e-03	1.126259460390000105e+09	4.172069562321271974e+01	2.480154761153662513e+00	1.126259462417771101e+09	3.162652797793821691e+01	3.183573847058283945e+00	8.000000000000000000e+00	1.008057594299316406e-02	2.860387611244650685e+01	3.076314926147460938e-03	2.739636605003790137e-01	-8.678083181451023975e-03	2.261165277133968630e+02	6.919782370111449143e-01	-7.613086927705047247e-01	3.506456621938014353e-03	1.126259462407698154e+09	4.000000000000000000e+00	7.451999994624712575e-02	6.315361304056816039e+01	3.506456621938014353e-03	2.000000000000000000e+00	8.000000000000000000e+00	2.543032895848801189e+01	5.358269867179019208e+00	3.674266145231089992e-02	7.451999994624712575e-02	2.400000000000000000e+04	6.982723257098389524e+01	2.436125431262610164e+00	7.304075680000000000e+08	-7.004261016845703125e-03	3.156204239328696204e+01	1.493923757504604666e+01	-1.008057594299316406e-02	2.397256927452774278e+01	3.604503050488646636e+02	2.000000000000000000e+01	5.322397861672658465e-02	1.126259462424775362e+09	4.389972961438486088e-02	7.580537070513687636e-01	6.633718688762644433e+01	1.126259462424775362e+09	2.452650687582371702e-01	8.500000000000000000e+01	2.150933988609516945e+01	5.991126218730050468e+00	3.000000000000000000e+00	-1.144243294051359161e+00	2.594652048425714952e+01
1.000000000000000000e+00	5.183558260123176069e+02	6.000000000000000000e+00	1.086625877641483329e-01	1.126259462418678522e+09	2.000000000000000000e+01	0.000000000000000000e+00	1.742858577356813932e-01	1.503277027972017699e+01	7.264293155275268532e+01	1.052965758055943297e+02	1.000000000000000000e+00	7.652414766272128688e-01	-1.719350916737025545e+04	3.750972822896262215e+00	-1.752479825523076579e+04	4.096000000000000000e+03	-3.521451966609142475e-02	3.285115781128870083e+01	1.000000000000000000e+00	1.000000000000000000e+00	3.312890878605103353e+02	2.134702921304875645e+01	9.527206420898437500e-04	2.852042704352075120e+01	7.221460342407226562e-03	1.126259460390000105e+09	3.642084963011174636e+01	2.123137686711604744e+00	1.126259462417725801e+09	3.622208192264094606e+01	3.207478458999240445e+00	8.000000000000000000e+00	6.268739700317382812e-03	3.267187178715068541e+01	-9.527206420898437500e-04	1.993088287169632045e+00	3.383654635386492554e-02	2.259925120549160056e+02	6.921407231961337336e-01	-9.450697224099753324e-01	-1.529031673093449520e-02	1.126259462409646034e+09	4.000000000000000000e+00	5.039179736244746299e-02	6.231555113944013868e+01	1.529031673093449520e-02	2.000000000000000000e+00	8.000000000000000000e+00	2.756696224680334950e+01	2.233875245264963283e+00	-8.089486712375879018e-02	5.039179736244746299e-02	2.600000000000000000e+04	6.908692018420082093e+01	2.808604167791075579e+00	7.304075680000000000e+08	-7.221460342407226562e-03	3.161953045020831254e+01	1.484545091602783806e+01	-6.268739700317382812e-03	2.362721840078128821e+01	3.549163062612916519e+02	2.000000000000000000e+01	-2.095003774017728249e-01	1.126259462424947262e+09	1.764060097364235705e-02	9.945424747228722717e-01	6.552302959843937913e+01	1.126259462424947262e+09	2.499981282624981482e-01	8.500000000000000000e+01	2.310742792337223861e+01	5.778480980072825623e+00	3.000000000000000000e+00	-1.215738880510169206e+00	2.580109426824273200e+01
1.000000000000000000e+00	4.836942040887887515e+02	6.000000000000000000e+00	1.018537517645855262e-01	1.126259462417185783e+09	2.000000000000000000e+01	0.000000000000000000e+00	6.706224090559942397e-02	1.390014234040275198e+01	7.675594725078093461e+01	1.102089230490619229e+02	1.000000000000000000e+00	7.977169744817059760e-01	-1.718858354998556024e+04	3.946756321620091157e+00	-1.752479825523076579e+04	4.096000000000000000e+03	8.900658109911241400e-02	3.812609292536176753e+01	1.000000000000000000e+00	1.000000000000000000e+00	3.362147052452055505e+02	2.133978821467127318e+01	-6.089210510253906250e-04	3.015841731576115947e+01	7.118225097656250000e-03	1.126259460390000105e+09	4.200937852993508415e+01	2.283070644262368276e+00	1.126259462417794704e+09	3.474656872084585757e+01	3.640404777551623283e+00	8.000000000000000000e+00	7.727146148681640625e-03	3.153464664906779191e+01	6.089210510253906250e-04	1.411634850560725907e+00	5.943958232685579712e-02	2.258650320832566649e+02	7.317956970779165848e-01	-8.933788176929197133e-01	1.776579610488386030e-01	1.126259462408838987e+09	4.000000000000000000e+00	1.544580577101611896e-01	6.602033479687793260e+01	1.776579610488386030e-01	2.000000000000000000e+00	8.000000000000000000e+00	2.559942712200181347e+01	5.672326836954459495e+00	3.621750125878703264e-02	1.544580577101611896e-01	2.800000000000000000e+04	7.274475358869395336e+01	2.675606278301892349e+00	7.304075680000000000e+08	-7.118225097656250000e-03	3.323016526665347214e+01	1.488227264423094276e+01	-7.727146148681640625e-03	2.230207481637935274e+01	3.585167800615848819e+02	2.000000000000000000e+01	2.194434019351321555e-02	1.126259462424957514e+09	1.649603974577321663e-01	8.271145619563525786e-01	6.966073957442955589e+01	1.126259462424912930e+09	2.477616639976333857e-01	8.500000000000000000e+01	2.149690005305938811e+01	5.302208115727617965e+00	3.000000000000000000e+00	-1.198451093107198107e+00	2.592789621644197240e+01
1.000000000000000000e+00	3.465489903741041076e+02	6.000000000000000000e+00	7.434660531322029309e-02	1.126259462425544977e+09	2.000000000000000000e+01	0.000000000000000000e+00	4.012332833507770147e-03	1.439230505665137905e+01	7.629625055082331642e+01	1.086445822741316078e+02	1.000000000000000000e+00	7.976973947645956686e-01	-1.718849405217460298e+04	3.960174208496421322e+00	-1.752479825523076579e+04	4.096000000000000000e+03	9.751650027429926981e-03	3.719921586708971972e+01	1.000000000000000000e+00	1.000000000000000000e+00	3.363042030561628053e+02	2.133930142570354604e+01	7.893323898315429688e-03	3.086960983608468467e+01	6.992578506469726562e-03	1.126259460390000105e+09	3.996485128712151891e+01	1.319188335444285931e+00	1.126259462417651653e+09	3.633139926370179040e+01	3.704289134955061513e+00	8.000000000000000000e+00	-9.007453918457031250e-04	3.381720487971342948e+01	-7.893323898315429688e-03	2.445162380218721676e+00	1.799987599593042692e-02	2.276596207820311975e+02	7.277921392525923405e-01	-5.710616003874777746e-01	1.375635556870780929e-01	1.126259462413066864e+09	4.000000000000000000e+00	1.409916847994091282e-01	6.731213161184810190e+01	1.375635556870780929e-01	2.000000000000000000e+00	8.000000000000000000e+00	2.569112925137616443e+01	3.814561132505492669e+00	1.648053636981181569e-01	1.409916847994091282e-01	3.000000000000000000e+04	7.231656009358570714e+01	2.178594805075638074e+00	7.304075680000000000e+08	-6.992578506469726562e-03	3.316466053474117359e+01	1.474519189558034959e+01	9.007453918457031250e-04	2.138970422976433738e+01	3.576939072859271391e+02	2.000000000000000000e+01	5.739317193922088313e-03	1.126259462424644232e+09	1.393592490426263653e-01	9.090838097378185489e-01	7.101642074680316341e+01	1.126259462424644232e+09	2.494330138149165321e-01	8.500000000000000000e+01	2.128134576024747204e+01	5.399068851499768229e+00	3.000000000000000000e+00	-1.228680938036834647e+00	2.593584959391820632e+01
1.000000000000000000e+00	5.637710680104892162e+02	6.000000000000000000e+00	1.175021733521607187e-01	1.126259462416413069e+09	2.000000000000000000e+01	0.000000000000000000e+00	-8.460557227705400862e-02	1.362718844256531803e+01	7.548794687410916993e+01	1.061521236154003418e+02	1.000000000000000000e+00	8.043193945597789662e-01	-1.719000926054046431e+04	3.877450718411159958e+00	-1.752479825523076579e+04	4.096000000000000000e+03	1.597218755619586941e-02	3.507501163298589120e+01	1.000000000000000000e+00	1.000000000000000000e+00	3.347889946903014788e+02	2.138724450350127881e+01	-1.535892486572265625e-03	2.937697653679381915e+01	6.944894790649414062e-03	1.126259460390000105e+09	3.919640173021404905e+01	2.391233193908516963e+00	1.126259462417948961e+09	3.629154514389512087e+01	3.437488442558262136e+00	8.000000000000000000e+00	8.480787277221679688e-03	3.247559245010836548e+01	1.535892486572265625e-03	1.786795150277820321e+00	6.861036541875621675e-02	2.286368710749047750e+02	7.141928776694373981e-01	-8.336402646163769692e-01	1.209577336947232074e-01	1.126259462408285856e+09	4.000000000000000000e+00	6.984642601985231736e-02	6.411311564053599454e+01	1.209577336947232074e-01	2.000000000000000000e+00	8.000000000000000000e+00	2.522742526376713812e+01	1.699430644759788223e+00	-7.105480132347964661e-02	6.984642601985231736e-02	3.200000000000000000e+04	7.164654606867738096e+01	2.556462602338853696e+00	7.304075680000000000e+08	-6.944894790649414062e-03	3.282883512638252199e+01	1.467749998321057880e+01	-8.480787277221679688e-03	2.319017062869275847e+01	3.579791653189942622e+02	2.000000000000000000e+01	1.005777598332497774e-01	1.126259462424893856e+09	9.441867108222644356e-02	9.258897128794411069e-01	6.755060408309425668e+01	1.126259462424893856e+09	2.496298019101513277e-01	8.500000000000000000e+01	2.123023128912566904e+01	5.904615833901593724e+00	3.000000000000000000e+00	-1.196431155653099321e+00	2.588454749473336847e+01
